date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:29:50	2937/2937	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2004%20Sep%202020%2012:29:50%20GMT	https://allibravobotina.wixsite.com/misitio-1/$&/	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/allibravobotina.wixsite.com/misitio-1/$&/index.html	(from https://allibravobotina.wixsite.com/misitio-1)
07:29:51	89851/89851	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261ebce5721d6ad29c7899a036e3c54fb%22	https://static.parastorage.com/services/wix-thunderbolt/dist/bootstrap-features.4b51c6e3.chunk.min.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/services/wix-thunderbolt/dist/bootstrap-features.4b51c6e3.chunk.min.js	(from https://allibravobotina.wixsite.com/misitio-1)
07:29:51	243/243	---MCZ	403	error ('Forbidden')	application/xml	date:Fri,%2004%20Sep%202020%2012:29:51%20GMT	https://allibravobotina.wixsite.com/_partials/	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/allibravobotina.wixsite.com/_partials/index.html	(from https://allibravobotina.wixsite.com/misitio-1)
07:29:51	169747/169747	---M-Z	200	added ('OK')	application/javascript	etag:W/%225542f1a5c357d689686b65f19cdc0c66%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.a9144dd1.chunk.min.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/services/wix-thunderbolt/dist/main.a9144dd1.chunk.min.js	(from https://allibravobotina.wixsite.com/misitio-1)
07:29:53	73261/73261	---MCZ	200	added ('OK')	application/javascript	etag:W/%22bc0594c54450e8ac689739b6b198067a%22	https://static.parastorage.com/unpkg/lodash@4.17.15/lodash.min.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/unpkg/lodash@4.17.15/lodash.min.js	(from https://allibravobotina.wixsite.com/misitio-1)
07:29:53	12955/12955	---M-Z	200	added ('OK')	application/javascript	etag:W/%22d8a58dfbfb319d2e32bffa06630d276a%22	https://static.parastorage.com/services/wix-thunderbolt/dist/wix-code-sdk-providers.d2a46c67.chunk.min.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/services/wix-thunderbolt/dist/wix-code-sdk-providers.d2a46c67.chunk.min.js	(from https://allibravobotina.wixsite.com/misitio-1)
07:29:54	26901/26901	---M-Z	200	added ('OK')	application/javascript	etag:W/%2227558681d799b9e5f508a47ed8eabed2%22	https://static.parastorage.com/services/wix-thunderbolt/dist/siteMembers.81075a2a.chunk.min.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/services/wix-thunderbolt/dist/siteMembers.81075a2a.chunk.min.js	(from https://allibravobotina.wixsite.com/misitio-1)
07:29:57	3119/3119	---M-Z	200	added ('OK')	application/javascript	etag:W/%22013a083b87362e503abc49fa74818d8c%22	https://static.parastorage.com/services/wix-thunderbolt/dist/siteScrollBlocker.a45d0302.chunk.min.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/services/wix-thunderbolt/dist/siteScrollBlocker.a45d0302.chunk.min.js	(from https://allibravobotina.wixsite.com/misitio-1)
07:29:57	5754/5754	---MCZ	200	added ('OK')	application/javascript	etag:W/%224a180a208e4d51a1b7fa2cc87ff02fbd%22	https://static.parastorage.com/services/wix-thunderbolt/dist/tpaCommons.2ad89f41.chunk.min.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/services/wix-thunderbolt/dist/tpaCommons.2ad89f41.chunk.min.js	(from https://allibravobotina.wixsite.com/misitio-1)
07:29:58	1780/1780	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d25d22dbbaaea99e000fa8963e2a7d82%22	https://static.parastorage.com/services/wix-thunderbolt/dist/tpaWorker.5720c045.chunk.min.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/services/wix-thunderbolt/dist/tpaWorker.5720c045.chunk.min.js	(from https://allibravobotina.wixsite.com/misitio-1)
07:29:59	727/727	---M-Z	200	added ('OK')	application/javascript	etag:W/%222db02681193aed13efed59677f320a6b%22	https://static.parastorage.com/services/wix-thunderbolt/dist/windowMessageRegistrar.689a6767.chunk.min.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/services/wix-thunderbolt/dist/windowMessageRegistrar.689a6767.chunk.min.js	(from https://allibravobotina.wixsite.com/misitio-1)
07:29:59	16796/16796	---M-Z	200	added ('OK')	application/javascript	etag:W/%225746bfa831cd1ea963283b86b4c4ec75%22	https://static.parastorage.com/services/wix-thunderbolt/dist/platform.264d86de.chunk.min.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/services/wix-thunderbolt/dist/platform.264d86de.chunk.min.js	(from https://allibravobotina.wixsite.com/misitio-1)
07:30:01	122730/122730	---M-Z	200	added ('OK')	application/javascript	etag:W/%227803e42cb82282f6b46c407101ab8d8c%22	https://static.parastorage.com/services/wix-thunderbolt/dist/vendors~vendor-react-dom.ef9352a2.chunk.min.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/services/wix-thunderbolt/dist/vendors_vendor-react-dom.ef9352a2.chunk.min.js	(from https://allibravobotina.wixsite.com/misitio-1)
07:30:01	385/385	---M--	200	added ('OK')	application/javascript	etag:%22952828a2cbb28a61bc54f659b033fc94%22	https://static.parastorage.com/services/wix-thunderbolt/dist/vendor-react-dom.ad61c401.chunk.min.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/services/wix-thunderbolt/dist/vendor-react-dom.ad61c401.chunk.min.js	(from https://allibravobotina.wixsite.com/misitio-1)
07:30:02	51570/51570	---M-Z	200	added ('OK')	application/javascript	etag:%2239339cf627bc67e34d4c623bea4c0b4a%22	https://browser.sentry-cdn.com/5.5.0/bundle.min.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/browser.sentry-cdn.com/5.5.0/bundle.min.js	(from https://allibravobotina.wixsite.com/misitio-1)
07:30:03	9923/9923	---MCZ	200	added ('OK')	application/javascript	etag:W/%2250c2387a607c1f452ae94b294eaf3373%22	https://static.parastorage.com/services/tag-manager-client/1.126.0/siteTags.bundle.min.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/services/tag-manager-client/1.126.0/siteTags.bundle.min.js	(from https://allibravobotina.wixsite.com/misitio-1)
07:30:05	118900/118900	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d840d710b8d6a967859c77cca2e86bab%22	https://static.parastorage.com/services/editor-elements/dist/thunderboltElements.51786f1f.bundle.min.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/services/editor-elements/dist/thunderboltElements.51786f1f.bundle.min.js	(from https://allibravobotina.wixsite.com/misitio-1)
07:30:05	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2004%20Sep%202020%2012:30:03%20GMT	https://allibravobotina.wixsite.com/	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/allibravobotina.wixsite.com/index.html	(from https://allibravobotina.wixsite.com/misitio-1)
07:30:06	21516/21516	---MCZ	200	added ('OK')	application/javascript	etag:W/%22338cb4cd5d77c7b7b763d5a2a670b354%22	https://static.parastorage.com/services/wix-perf-measure/1.208.0/wix-perf-measure.bundle.min.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/services/wix-perf-measure/1.208.0/wix-perf-measure.bundle.min.js	(from https://allibravobotina.wixsite.com/misitio-1)
07:30:07	1483/1483	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a784361bdc3cb91d9d0b4c269d384d63%22	https://static.parastorage.com/services/wix-thunderbolt/dist/navigation.e7f56c64.chunk.min.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/services/wix-thunderbolt/dist/navigation.e7f56c64.chunk.min.js	(from https://allibravobotina.wixsite.com/misitio-1)
07:30:08	1815/1815	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f517f58f66b49135613a13aafabddcd4%22	https://static.parastorage.com/services/wix-thunderbolt/dist/pageScroll.5b3a1f69.chunk.min.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/services/wix-thunderbolt/dist/pageScroll.5b3a1f69.chunk.min.js	(from https://allibravobotina.wixsite.com/misitio-1)
07:30:11	2650/2650	---MCZ	200	added ('OK')	application/javascript	etag:W/%22cf24e9bc5beac54ef8be4d68007f40e7%22	https://static.parastorage.com/services/wix-thunderbolt/dist/platformPubsub.1737f4ee.chunk.min.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/services/wix-thunderbolt/dist/platformPubsub.1737f4ee.chunk.min.js	(from https://allibravobotina.wixsite.com/misitio-1)
07:30:12	652/652	---M-Z	200	added ('OK')	application/javascript	etag:W/%22bc1103c9ade3c6ff26fff91f73a4ed69%22	https://static.parastorage.com/services/wix-thunderbolt/dist/scrollRestoration.7fe1bd54.chunk.min.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/services/wix-thunderbolt/dist/scrollRestoration.7fe1bd54.chunk.min.js	(from https://allibravobotina.wixsite.com/misitio-1)
07:30:12	2492/2492	---M-Z	200	added ('OK')	application/javascript	etag:W/%229da95a085ab94e11c5830b19ab9e070c%22	https://static.parastorage.com/services/wix-thunderbolt/dist/scrollToAnchor.6b30c9ca.chunk.min.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/services/wix-thunderbolt/dist/scrollToAnchor.6b30c9ca.chunk.min.js	(from https://allibravobotina.wixsite.com/misitio-1)
07:30:13	63915/63915	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e3508fabdf3968e852a6d926bda57e22%22	https://static.parastorage.com/services/wix-thunderbolt/dist/tpa.482963a7.chunk.min.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/services/wix-thunderbolt/dist/tpa.482963a7.chunk.min.js	(from https://allibravobotina.wixsite.com/misitio-1)
07:30:13	2638/2638	---M-Z	200	added ('OK')	application/javascript	etag:W/%22566567db9bcc930d1be863a587b05d5f%22	https://static.parastorage.com/services/wix-thunderbolt/dist/windowScroll.44e762ce.chunk.min.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/services/wix-thunderbolt/dist/windowScroll.44e762ce.chunk.min.js	(from https://allibravobotina.wixsite.com/misitio-1)
07:30:14	939/939	---M-Z	200	added ('OK')	application/javascript	etag:W/%22ee00578e7d96af950be1669a36eacf31%22	https://static.parastorage.com/services/wix-thunderbolt/dist/activePopup.be2b5b8b.chunk.min.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/services/wix-thunderbolt/dist/activePopup.be2b5b8b.chunk.min.js	(from https://allibravobotina.wixsite.com/misitio-1)
07:30:15	1037/1037	---M-Z	200	added ('OK')	application/javascript	etag:W/%2231a1de2eda70aa6f6310b5a8519305b1%22	https://static.parastorage.com/services/wix-thunderbolt/dist/dropdownMenu.4410a302.chunk.min.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/services/wix-thunderbolt/dist/dropdownMenu.4410a302.chunk.min.js	(from https://allibravobotina.wixsite.com/misitio-1)
07:30:18	3832/3832	---M-Z	200	added ('OK')	application/javascript	etag:W/%22a2e0a62bd7eb27860eb013419fea8822%22	https://static.parastorage.com/services/wix-thunderbolt/dist/pageTransitions.9d99cbc9.chunk.min.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/services/wix-thunderbolt/dist/pageTransitions.9d99cbc9.chunk.min.js	(from https://allibravobotina.wixsite.com/misitio-1)
07:30:19	26497/26497	---MCZ	200	added ('OK')	application/javascript	etag:W/%22cf34dec246e656dffaab5e02bdf336ca%22	https://static.parastorage.com/services/editor-elements/dist/bootstrap-components.ea4646f0.chunk.min.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/services/editor-elements/dist/bootstrap-components.ea4646f0.chunk.min.js	(from https://allibravobotina.wixsite.com/misitio-1)
07:30:19	11020/11020	---MCZ	200	added ('OK')	application/javascript	etag:W/%220f2ff41cbd2bd92cd9ffc9c4821ad0db%22	https://static.parastorage.com/services/editor-elements/dist/DropDownMenu_TextOnlyMenuButtonSkin.a94f790c.chunk.min.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/services/editor-elements/dist/DropDownMenu_TextOnlyMenuButtonSkin.a94f790c.chunk.min.js	(from https://allibravobotina.wixsite.com/misitio-1)
07:30:20	3754/3754	---MCZ	200	added ('OK')	application/javascript	etag:W/%2226a4de0183f94a8d3a7931b968ecf4fd%22	https://static.parastorage.com/services/editor-elements/dist/FiveGridLine.2b23832e.chunk.min.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/services/editor-elements/dist/FiveGridLine.2b23832e.chunk.min.js	(from https://allibravobotina.wixsite.com/misitio-1)
07:30:20	832/832	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ead2d9b306826e92f68cf7431d7e0ee7%22	https://static.parastorage.com/services/editor-elements/dist/Container_VerticalRibbonArea.a65034d2.chunk.min.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/services/editor-elements/dist/Container_VerticalRibbonArea.a65034d2.chunk.min.js	(from https://allibravobotina.wixsite.com/misitio-1)
07:30:22	882/882	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a3d25cc5f7083bd90961d09212a1c323%22	https://static.parastorage.com/services/editor-elements/dist/Container_ArrowRightRibbon.a9d7673b.chunk.min.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/services/editor-elements/dist/Container_ArrowRightRibbon.a9d7673b.chunk.min.js	(from https://allibravobotina.wixsite.com/misitio-1)
07:30:22	866/866	---MCZ	200	added ('OK')	application/javascript	etag:W/%224c8fe660607bce6200d036fb1b665e2f%22	https://static.parastorage.com/services/editor-elements/dist/Container_DefaultAreaSkin.b4805ae5.chunk.min.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/services/editor-elements/dist/Container_DefaultAreaSkin.b4805ae5.chunk.min.js	(from https://allibravobotina.wixsite.com/misitio-1)
07:30:22	3772/3772	---MCZ	200	added ('OK')	application/javascript	etag:W/%22cf1f983e6172b85ec996036898f09fff%22	https://static.parastorage.com/services/editor-elements/dist/StylableButton.35da69bf.chunk.min.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/services/editor-elements/dist/StylableButton.35da69bf.chunk.min.js	(from https://allibravobotina.wixsite.com/misitio-1)
07:30:25	3620/3620	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d684e5e08cc10c248459e88630669ea9%22	https://static.parastorage.com/services/editor-elements/dist/FreemiumBannerDesktop.1e839891.chunk.min.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/services/editor-elements/dist/FreemiumBannerDesktop.1e839891.chunk.min.js	(from https://allibravobotina.wixsite.com/misitio-1)
07:30:28	440771/440771	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Sep%202020%2012:30:26%20GMT	https://allibravobotina.wixsite.com/misitio-1/	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/allibravobotina.wixsite.com/misitio-1/index.html	(from https://allibravobotina.wixsite.com/misitio-1)
07:30:29	341470/341470	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Sep%202020%2012:30:27%20GMT	https://allibravobotina.wixsite.com/misitio-1/quienes-somos	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/allibravobotina.wixsite.com/misitio-1/quienes-somos.html	(from https://allibravobotina.wixsite.com/misitio-1)
07:30:32	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2004%20Sep%202020%2012:30:31%20GMT	https://allibravobotina.wixsite.com/misitio-1/;%20$Path=/;%20XSRF-TOKEN=1599222574|Tq-40pA3JEml;%20$Path=/;%20hs=-1885409296;%20$Path=/;%20$Path=/;%20SameSite=none;%20$Path=/	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/allibravobotina.wixsite.com/misitio-1/;%20$Path=/;%20XSRF-TOKEN=1599222574_Tq-40pA3JEml;%20$Path=/;%20hs=-1885409296;%20$Path=/;%20$Path=/;%20SameSite=none;%20$Path=/index.html	(from https://allibravobotina.wixsite.com/misitio-1/)
07:30:33	286911/286911	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Sep%202020%2012:30:30%20GMT	https://allibravobotina.wixsite.com/misitio-1/contacto	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/allibravobotina.wixsite.com/misitio-1/contacto.html	(from https://allibravobotina.wixsite.com/misitio-1)
07:30:33	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2004%20Sep%202020%2012:30:33%20GMT	https://allibravobotina.wixsite.com/misitio-1/;%20$Path=/;%20$Path=/;%20SameSite=none;%20$Path=/	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/allibravobotina.wixsite.com/misitio-1/;%20$Path=/;%20$Path=/;%20SameSite=none;%20$Path=/index.html	(from https://allibravobotina.wixsite.com/misitio-1/quienes-somos)
07:30:34	1064/1064	---MCZ	200	added ('OK')	application/javascript	etag:W/%229f6008ce2be218ef7e4fdb95d51815fb%22	https://static.parastorage.com/services/editor-elements/dist/VerticalLine_VerticalDottedLine.65c2b36b.chunk.min.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/services/editor-elements/dist/VerticalLine_VerticalDottedLine.65c2b36b.chunk.min.js	(from https://allibravobotina.wixsite.com/misitio-1/quienes-somos)
07:30:35	1714/1714	---MCZ	200	added ('OK')	application/javascript	etag:W/%228cf7fdb9c459e9911d06d08ed9c07811%22	https://static.parastorage.com/services/editor-elements/dist/ImageButton.0c4c0724.chunk.min.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/services/editor-elements/dist/ImageButton.0c4c0724.chunk.min.js	(from https://allibravobotina.wixsite.com/misitio-1/contacto)
07:30:36	5799/5799	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a1e4fe3eef94a650eb1dd30bea7bd01c%22	https://static.parastorage.com/services/editor-elements/dist/GoogleMap.a1d5e67c.chunk.min.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/services/editor-elements/dist/GoogleMap.a1d5e67c.chunk.min.js	(from https://allibravobotina.wixsite.com/misitio-1/contacto)
07:30:36	432184/432184	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Sep%202020%2012:30:31%20GMT	https://allibravobotina.wixsite.com/misitio-1/interactua	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/allibravobotina.wixsite.com/misitio-1/interactua.html	(from https://allibravobotina.wixsite.com/misitio-1)
07:30:38	40949/40949	---M--	200	added ('OK')	image/png	etag:%22d6793e194624ea8a9de511b9e7c63bf0%22	https://static.parastorage.com/services/editor-elements/dist/media/sloppyframe.d6793e19.png	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/services/editor-elements/dist/media/sloppyframe.d6793e19.png	(from https://allibravobotina.wixsite.com/misitio-1/contacto)
07:30:39	2937/2937	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2004%20Sep%202020%2012:30:38%20GMT	https://allibravobotina.wixsite.com/misitio-1/%3B-%24Path%3D/%3B-XSRF-TOKEN%3D1599222574%7CTq-40pA3JEml%3B-%24Path%3D/%3B-hs%3D-1885409296%3B-%24Path%3D/%3B-%24Path%3D/%3B-SameSite%3Dnone%3B-%24Path%3D	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/allibravobotina.wixsite.com/misitio-1/;-$Path=/;-XSRF-TOKEN=1599222574_Tq-40pA3JEml;-$Path=/;-hs=-1885409296;-$Path=/;-$Path=/;-SameSite=none;-$Path=	(from https://allibravobotina.wixsite.com/misitio-1/;%20$Path=/;%20XSRF-TOKEN=1599222574|Tq-40pA3JEml;%20$Path=/;%20hs=-1885409296;%20$Path=/;%20$Path=/;%20SameSite=none;%20$Path=/)
07:30:39	2937/2937	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2004%20Sep%202020%2012:30:39%20GMT	https://allibravobotina.wixsite.com/misitio-1/%3B-%24Path%3D/%3B-%24Path%3D/%3B-SameSite%3Dnone%3B-%24Path%3D	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/allibravobotina.wixsite.com/misitio-1/;-$Path=/;-$Path=/;-SameSite=none;-$Path=	(from https://allibravobotina.wixsite.com/misitio-1/;%20$Path=/;%20$Path=/;%20SameSite=none;%20$Path=/)
07:30:41	397401/397401	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Sep%202020%2012:30:38%20GMT	https://allibravobotina.wixsite.com/misitio	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/allibravobotina.wixsite.com/misitio.html	(from https://allibravobotina.wixsite.com/misitio-1/interactua)
07:30:42	2937/2937	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2004%20Sep%202020%2012:30:41%20GMT	https://allibravobotina.wixsite.com/misitio/decodeURIComponent(e	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/allibravobotina.wixsite.com/misitio/decodeURIComponent(e	(from https://allibravobotina.wixsite.com/misitio)
